userid,propertyid,rating_(1-5),area_type,location,bedrooms,total_sqft,bath,balcony,price
1045,P1906,3,Carpet Area,Ramamurthy Nagar,5,5443.0,6,2,54730000
404,P1199,5,Super built-up Area,RT Nagar,2,1360.0,2,1,12514000
422,P2579,4,Plot Area,Frazer Town,2,1203.0,2,2,8509000
1062,P2732,3,Super built-up Area,Thanisandra,4,2760.0,4,0,21850000
583,P2148,3,Built-up Area,Sarjapur Road,3,1735.0,3,1,11299000
719,P1075,4,Built-up Area,Yelahanka,1,833.0,1,1,7808000
316,P1108,3,Carpet Area,Malleshwaram,1,482.0,1,2,2973000
506,P2833,2,Super built-up Area,Yelahanka,4,2087.0,3,2,18454000
1069,P2777,5,Built-up Area,Yeshwantpur,1,678.0,1,2,4705000
1024,P1556,4,Built-up Area,Marathahalli,2,942.0,2,1,8599000
137,P2889,2,Carpet Area,Hebbal,3,1811.0,3,2,9702000
308,P1328,3,Plot Area,KR Puram,2,1251.0,2,2,13879000
412,P1037,5,Plot Area,Jayanagar,3,2088.0,3,2,18615000
151,P1613,4,Super built-up Area,BTM Layout,2,1254.0,2,3,9624000
420,P1177,2,Plot Area,Kaggadasapura,3,1655.0,3,1,16913000
578,P2547,5,Carpet Area,Electronic City,3,1816.0,3,1,14048000
176,P3157,4,Built-up Area,Bellandur,3,1687.0,3,3,10968000
823,P1999,5,Plot Area,Hebbal,2,1191.0,2,2,7029000
135,P2426,5,Plot Area,BTM Layout,3,1802.0,3,1,14858000
112,P1175,5,Plot Area,Whitefield,2,880.0,2,2,5074000
597,P1862,5,Super built-up Area,Malleshwaram,3,1666.0,3,1,9381000
324,P3318,4,Super built-up Area,BTM Layout,2,1164.0,2,1,9613000
314,P1265,5,Super built-up Area,Frazer Town,3,2119.0,3,1,13287000
346,P2379,3,Plot Area,HSR Layout,1,637.0,1,1,7181000
845,P2728,4,Super built-up Area,Electronic City,3,1932.0,3,2,15586000
990,P2893,5,Plot Area,Electronic City,3,1926.0,3,1,15098000
750,P1531,3,Super built-up Area,KR Puram,4,2354.0,4,1,23679000
945,P2016,5,Super built-up Area,Indiranagar,3,1835.0,3,1,14770000
235,P1669,3,Plot Area,Jayanagar,1,474.0,1,1,5435000
727,P3440,5,Carpet Area,Yeshwantpur,2,1155.0,2,1,7061000
934,P1215,2,Carpet Area,Bannerghatta Road,3,1718.0,3,2,15961000
235,P1171,4,Carpet Area,RT Nagar,4,3341.0,4,2,29438000
616,P2248,3,Super built-up Area,Kanakapura Road,2,1320.0,2,3,9268000
971,P1527,5,Super built-up Area,KR Puram,1,426.0,1,1,5740000
239,P2742,3,Carpet Area,Thanisandra,2,1324.0,2,2,10473000
1057,P2630,4,Super built-up Area,HSR Layout,3,1423.0,3,1,14319000
527,P2401,4,Carpet Area,Thanisandra,4,3001.0,3,2,23592000
542,P2360,5,Built-up Area,Hebbal,3,1452.0,3,1,8027000
1083,P1407,1,Super built-up Area,Kanakapura Road,2,968.0,2,3,6527000
931,P1417,5,Super built-up Area,Kaggadasapura,3,1832.0,3,1,18698000
493,P1754,3,Plot Area,Jayanagar,2,965.0,2,1,9742000
190,P2998,4,Plot Area,Sarjapur Road,2,1083.0,2,1,6999000
297,P1084,3,Carpet Area,Ramamurthy Nagar,2,1216.0,2,0,13128000
236,P1935,4,Plot Area,Devanahalli,2,1032.0,2,0,8373000
1035,P1363,4,Plot Area,Electronic City,2,1173.0,2,2,9579000
1099,P1103,4,Plot Area,Yelahanka,5,3439.0,4,2,30809000
512,P1376,3,Super built-up Area,Banashankari,2,1381.0,2,1,9478000
342,P3151,4,Carpet Area,Kanakapura Road,4,2681.0,4,2,18132000
1045,P1073,3,Super built-up Area,Devanahalli,5,4792.0,5,2,36119000
747,P1373,4,Carpet Area,Marathahalli,2,1338.0,2,0,12119000
618,P2296,2,Super built-up Area,Ramamurthy Nagar,3,2114.0,3,0,22253000
447,P1979,3,Super built-up Area,Banashankari,4,3202.0,4,2,20577000
873,P1739,5,Built-up Area,Hebbal,1,617.0,1,2,4504000
1056,P2703,2,Super built-up Area,Kaggadasapura,1,733.0,1,2,8455000
366,P1956,3,Super built-up Area,Electronic City,2,1055.0,2,2,9072000
302,P2705,3,Super built-up Area,Thanisandra,2,1297.0,2,2,10332000
728,P1463,3,Super built-up Area,Rajaji Nagar,3,1566.0,3,2,16638000
1006,P1689,5,Carpet Area,KR Puram,2,912.0,2,2,10229000
738,P2925,4,Super built-up Area,Yelahanka,3,2068.0,3,0,18372000
798,P2544,3,Super built-up Area,BTM Layout,2,1134.0,2,2,9179000
462,P1819,3,Carpet Area,Kaggadasapura,3,1335.0,3,2,13608000
827,P2043,3,Super built-up Area,Kanakapura Road,2,1222.0,2,1,8513000
143,P1420,1,Super built-up Area,HSR Layout,5,3587.0,6,2,36479000
801,P1924,5,Built-up Area,HSR Layout,3,2196.0,3,2,22832000
688,P2337,4,Carpet Area,Kaggadasapura,4,2186.0,4,2,22157000
928,P2928,2,Plot Area,Electronic City,4,2385.0,4,2,18959000
751,P2530,3,Super built-up Area,Yelahanka,3,2074.0,3,1,18640000
583,P3498,3,Plot Area,BTM Layout,3,1511.0,3,3,12510000
363,P2648,3,Super built-up Area,Banashankari,2,1028.0,2,1,6636000
658,P1680,4,Carpet Area,BTM Layout,2,1009.0,2,1,8302000
522,P1278,1,Built-up Area,KR Puram,1,479.0,1,1,5804000
782,P2871,5,Plot Area,Whitefield,3,2108.0,3,0,11748000
708,P1276,4,Super built-up Area,BTM Layout,2,1290.0,2,1,10267000
667,P3374,4,Plot Area,Whitefield,3,2021.0,3,1,11173000
733,P2711,5,Plot Area,Malleshwaram,3,1580.0,3,0,8958000
241,P3135,4,Carpet Area,Whitefield,1,718.0,1,1,5081000
768,P3186,3,Plot Area,Whitefield,3,1443.0,3,0,7272000
340,P1989,5,Carpet Area,KR Puram,3,1533.0,3,0,16377000
892,P2264,2,Built-up Area,KR Puram,4,3151.0,3,1,32820000
566,P1752,5,Super built-up Area,Kaggadasapura,2,881.0,2,2,9726000
220,P3068,5,Built-up Area,Bellandur,1,531.0,1,1,4728000
136,P1784,4,Plot Area,Rajaji Nagar,3,1927.0,3,2,19616000
681,P2277,4,Plot Area,Whitefield,2,1169.0,2,0,7103000
200,P1274,2,Super built-up Area,BTM Layout,2,1066.0,2,2,8303000
178,P1623,5,Plot Area,Thanisandra,2,1046.0,2,2,8708000
306,P3339,4,Super built-up Area,KR Puram,1,621.0,1,2,6774000
799,P2419,2,Built-up Area,Hebbal,3,1966.0,3,2,10591000
776,P1408,2,Plot Area,RT Nagar,2,1036.0,2,0,9649000
1082,P1913,3,Plot Area,Yelahanka,3,1912.0,3,1,16832000
373,P1237,3,Plot Area,Electronic City,3,1427.0,3,1,11778000
294,P2367,4,Plot Area,KR Puram,2,921.0,2,2,9955000
262,P2189,4,Super built-up Area,Yelahanka,2,1080.0,2,2,10805000
904,P2807,4,Super built-up Area,BTM Layout,2,1281.0,2,1,10413000
842,P2092,4,Plot Area,Banashankari,2,977.0,2,2,6554000
847,P1538,2,Carpet Area,Whitefield,2,1366.0,2,2,7363000
1053,P1254,4,Carpet Area,Bellandur,5,4277.0,5,2,27978000
1043,P3111,3,Plot Area,Devanahalli,3,1675.0,3,2,12861000
861,P1794,3,Built-up Area,Koramangala,2,1044.0,2,1,5785000
246,P2348,2,Super built-up Area,Malleshwaram,3,1849.0,3,1,10572000
783,P1988,4,Super built-up Area,Yeshwantpur,3,1637.0,3,1,8833000
922,P1773,4,Carpet Area,Banashankari,3,1886.0,3,2,12594000
491,P1115,4,Plot Area,BTM Layout,1,505.0,1,1,5167000
824,P1267,4,Built-up Area,Sarjapur Road,3,1391.0,3,1,8706000
446,P2868,3,Built-up Area,Bannerghatta Road,3,1957.0,3,3,18018000
1008,P2287,5,Carpet Area,Malleshwaram,1,814.0,1,0,4917000
1013,P1523,2,Super built-up Area,Indiranagar,3,2104.0,3,3,16457000
178,P2498,2,Super built-up Area,Jayanagar,3,1487.0,3,1,13163000
570,P2375,4,Plot Area,Indiranagar,3,1422.0,3,0,12108000
144,P2454,5,Built-up Area,Marathahalli,5,3389.0,5,2,30437000
940,P3374,4,Plot Area,Whitefield,3,2021.0,3,1,11173000
1094,P2065,3,Plot Area,Banashankari,3,1906.0,3,3,13068000
521,P1618,2,Built-up Area,KR Puram,3,1837.0,3,1,19571000
455,P1455,5,Super built-up Area,Kanakapura Road,3,2142.0,3,2,13509000
813,P2889,3,Carpet Area,Hebbal,3,1811.0,3,2,9702000
512,P3249,4,Built-up Area,Hebbal,2,1183.0,2,3,6020000
134,P3356,1,Super built-up Area,BTM Layout,3,1584.0,3,2,12831000
442,P3100,2,Built-up Area,HSR Layout,3,1890.0,3,3,19549000
292,P2106,5,Carpet Area,HSR Layout,2,1153.0,2,1,12412000
734,P1482,5,Plot Area,Jayanagar,2,942.0,2,0,9545000
398,P3365,4,Super built-up Area,Bannerghatta Road,2,997.0,2,1,8928000
415,P1488,3,Built-up Area,Kanakapura Road,2,1211.0,2,2,8011000
344,P2776,4,Plot Area,Rajaji Nagar,2,1078.0,2,2,11550000
461,P3186,5,Plot Area,Whitefield,3,1443.0,3,0,7272000
381,P1813,4,Super built-up Area,Hebbal,2,1032.0,2,3,6369000
713,P3457,3,Super built-up Area,Jayanagar,2,915.0,2,1,8111000
624,P1513,3,Built-up Area,Banashankari,3,2016.0,3,2,12843000
508,P2866,5,Super built-up Area,Malleshwaram,3,1857.0,3,0,9797000
281,P3500,4,Carpet Area,Jayanagar,4,2385.0,4,1,21138000
1049,P3173,4,Built-up Area,RT Nagar,3,2190.0,3,2,19566000
871,P1181,2,Built-up Area,Bannerghatta Road,2,1061.0,2,1,10208000
515,P1564,4,Built-up Area,Bellandur,4,2094.0,4,1,14343000
1072,P2220,4,Carpet Area,Banashankari,5,4803.0,4,1,31215000
874,P2850,4,Carpet Area,Kaggadasapura,3,1929.0,3,2,19801000
612,P2764,2,Super built-up Area,KR Puram,3,1642.0,3,3,16987000
129,P2072,3,Carpet Area,HSR Layout,2,1103.0,2,2,12377000
530,P1351,5,Built-up Area,Thanisandra,3,1953.0,3,2,15170000
579,P2685,5,Carpet Area,Bellandur,5,3148.0,5,1,20230000
853,P2647,2,Carpet Area,Yelahanka,3,1503.0,3,0,13326000
1015,P1953,5,Super built-up Area,Koramangala,4,1807.0,4,0,9448000
512,P3283,3,Carpet Area,Marathahalli,4,3004.0,3,3,27704000
831,P2289,2,Carpet Area,Marathahalli,3,1543.0,3,1,13527000
160,P1355,4,Built-up Area,BTM Layout,3,1834.0,3,2,14373000
955,P1726,5,Carpet Area,Jayanagar,2,1072.0,2,2,10118000
358,P1276,4,Super built-up Area,BTM Layout,2,1290.0,2,1,10267000
469,P2631,4,Built-up Area,Kaggadasapura,1,752.0,1,1,8564000
419,P3366,3,Plot Area,Koramangala,3,1553.0,3,3,8462000
391,P2924,5,Carpet Area,Electronic City,3,1928.0,3,2,14504000
1087,P1815,3,Carpet Area,Yeshwantpur,4,2041.0,4,3,11650000
138,P3308,4,Plot Area,Bellandur,4,1837.0,4,2,12962000
521,P2807,3,Super built-up Area,BTM Layout,2,1281.0,2,1,10413000
495,P2456,4,Super built-up Area,BTM Layout,2,1276.0,2,2,10063000
803,P2802,4,Built-up Area,Frazer Town,1,595.0,1,2,3984000
601,P2984,3,Super built-up Area,KR Puram,2,1391.0,2,1,14923000
571,P1604,3,Super built-up Area,Koramangala,2,1268.0,2,0,7822000
998,P1761,4,Built-up Area,Malleshwaram,3,1354.0,3,2,7511000
899,P1507,5,Built-up Area,KR Puram,2,1381.0,2,3,14691000
102,P1603,4,Built-up Area,Kanakapura Road,3,2060.0,3,2,13939000
753,P1179,4,Built-up Area,Thanisandra,2,974.0,2,1,7595000
1024,P2583,3,Built-up Area,Rajaji Nagar,2,1069.0,2,3,10863000
769,P2278,2,Carpet Area,Bannerghatta Road,3,2070.0,3,1,19001000
950,P3234,4,Super built-up Area,Sarjapur Road,3,1429.0,3,0,9127000
456,P2022,5,Plot Area,Frazer Town,3,1628.0,3,2,10610000
1014,P1737,4,Carpet Area,KR Puram,2,1067.0,2,1,11399000
698,P1095,2,Super built-up Area,Jayanagar,2,1367.0,2,1,12452000
421,P1276,4,Super built-up Area,BTM Layout,2,1290.0,2,1,10267000
147,P1644,2,Plot Area,RT Nagar,4,2044.0,3,3,18842000
245,P2264,2,Built-up Area,KR Puram,4,3151.0,3,1,32820000
157,P3485,5,Carpet Area,HSR Layout,2,1360.0,2,2,14925000
421,P1028,1,Carpet Area,Yelahanka,2,1254.0,2,2,11505000
628,P1981,3,Plot Area,Indiranagar,2,1268.0,2,1,10689000
335,P2513,3,Super built-up Area,HSR Layout,2,1111.0,2,2,12399000
911,P2271,3,Carpet Area,Thanisandra,3,1559.0,3,3,11810000
492,P2678,4,Carpet Area,Marathahalli,1,604.0,1,2,6118000
970,P2013,4,Carpet Area,Kanakapura Road,1,501.0,1,2,3336000
481,P3267,3,Super built-up Area,BTM Layout,3,1413.0,3,1,10921000
773,P1731,5,Super built-up Area,Indiranagar,1,566.0,1,3,4409000
745,P1695,3,Carpet Area,Bellandur,1,826.0,1,1,6583000
310,P1439,4,Carpet Area,Whitefield,3,1893.0,3,1,9837000
246,P2580,4,Built-up Area,Malleshwaram,1,762.0,1,1,5009000
146,P2600,4,Super built-up Area,Marathahalli,1,736.0,1,1,6819000
198,P3380,4,Built-up Area,Kaggadasapura,3,1387.0,3,2,14577000
698,P3291,2,Plot Area,Koramangala,3,1489.0,3,2,8054000
706,P1932,4,Super built-up Area,Bellandur,4,1815.0,3,2,12448000
834,P2334,4,Super built-up Area,Whitefield,1,615.0,1,1,4210000
146,P2939,4,Plot Area,Bellandur,2,1341.0,2,2,9177000
407,P2795,4,Carpet Area,HSR Layout,2,1111.0,2,1,12413000
856,P1584,4,Built-up Area,KR Puram,3,2067.0,3,2,21882000
256,P3172,4,Plot Area,Ramamurthy Nagar,2,958.0,2,2,10013000
960,P1444,2,Super built-up Area,Whitefield,2,1214.0,2,1,7383000
160,P2693,5,Built-up Area,Hebbal,2,1222.0,2,2,6139000
115,P2795,4,Carpet Area,HSR Layout,2,1111.0,2,1,12413000
335,P2039,5,Carpet Area,Marathahalli,3,1564.0,3,1,15030000
1027,P2417,4,Built-up Area,Sarjapur Road,2,1111.0,2,2,7571000
428,P2789,4,Carpet Area,Bellandur,3,2073.0,3,2,14223000
681,P1693,5,Carpet Area,KR Puram,3,1765.0,3,0,18832000
776,P3119,3,Carpet Area,Hebbal,2,947.0,2,2,5857000
985,P1098,2,Plot Area,RT Nagar,3,2080.0,3,2,19622000
620,P1118,4,Carpet Area,Yelahanka,4,3287.0,4,2,29277000
773,P2303,4,Super built-up Area,Jayanagar,2,1051.0,2,2,9479000
105,P2524,4,Plot Area,Rajaji Nagar,3,1501.0,3,1,16355000
931,P2898,4,Super built-up Area,Devanahalli,3,1889.0,3,2,14539000
905,P2769,4,Plot Area,Jayanagar,2,1212.0,2,2,10763000
661,P3349,2,Carpet Area,KR Puram,2,1101.0,2,1,12490000
218,P2922,3,Built-up Area,Thanisandra,2,962.0,2,2,7804000
1048,P1109,5,Carpet Area,HSR Layout,2,876.0,2,2,9142000
324,P1956,5,Super built-up Area,Electronic City,2,1055.0,2,2,9072000
1018,P1043,4,Super built-up Area,Thanisandra,1,636.0,1,2,5366000
267,P2489,5,Super built-up Area,BTM Layout,3,1417.0,3,3,10966000
483,P3343,3,Plot Area,Devanahalli,1,402.0,1,1,4273000
405,P2261,3,Built-up Area,Bannerghatta Road,3,1342.0,3,2,12313000
560,P1351,2,Built-up Area,Thanisandra,3,1953.0,3,2,15170000
698,P1121,5,Built-up Area,Jayanagar,2,1362.0,2,1,12606000
565,P1871,4,Built-up Area,Sarjapur Road,2,935.0,2,2,7305000
705,P3160,3,Built-up Area,Sarjapur Road,3,1639.0,3,3,11492000
872,P1950,2,Built-up Area,Bannerghatta Road,2,1190.0,2,2,10418000
211,P2099,5,Super built-up Area,Thanisandra,2,1258.0,2,1,9653000
1068,P1180,4,Super built-up Area,Yelahanka,3,1822.0,3,1,16436000
270,P3475,5,Built-up Area,Yelahanka,3,1524.0,3,2,13453000
760,P2622,4,Plot Area,Sarjapur Road,3,1523.0,3,0,10181000
742,P2142,4,Carpet Area,Jayanagar,2,927.0,2,2,9407000
610,P1371,4,Carpet Area,Ramamurthy Nagar,1,523.0,1,2,5975000
387,P1453,4,Built-up Area,Bellandur,4,2188.0,4,2,14729000
595,P2522,5,Plot Area,Devanahalli,4,1875.0,3,1,15059000
767,P3225,5,Super built-up Area,BTM Layout,3,1320.0,3,3,10244000
636,P3366,4,Plot Area,Koramangala,3,1553.0,3,3,8462000
160,P2389,4,Built-up Area,Hebbal,1,600.0,1,3,3654000
133,P3469,4,Carpet Area,BTM Layout,3,1914.0,3,2,15108000
208,P1417,4,Super built-up Area,Kaggadasapura,3,1832.0,3,1,18698000
619,P1920,5,Carpet Area,Frazer Town,3,2023.0,3,1,13746000
339,P2462,3,Built-up Area,RT Nagar,3,1687.0,3,2,14804000
434,P1315,3,Super built-up Area,Hebbal,1,494.0,1,1,2962000
1015,P2223,3,Super built-up Area,RT Nagar,3,1874.0,3,3,16632000
433,P3206,4,Plot Area,Yelahanka,2,1195.0,2,0,11003000
907,P3297,3,Plot Area,Banashankari,2,1018.0,2,1,7780000
714,P2418,4,Carpet Area,Koramangala,2,923.0,2,1,5990000
209,P2855,4,Carpet Area,Sarjapur Road,1,775.0,1,2,4854000
444,P3071,3,Plot Area,Yeshwantpur,3,1843.0,3,2,9780000
736,P3146,2,Carpet Area,Whitefield,1,524.0,1,2,3092000
744,P2565,5,Built-up Area,Thanisandra,3,1700.0,3,0,13751000
288,P3036,4,Built-up Area,BTM Layout,3,2092.0,3,1,16024000
942,P2805,3,Built-up Area,Sarjapur Road,3,1588.0,3,1,10458000
449,P3488,2,Built-up Area,Kaggadasapura,3,1447.0,3,1,14513000
435,P2357,3,Super built-up Area,KR Puram,3,1928.0,3,0,19968000
733,P3432,5,Super built-up Area,Thanisandra,1,641.0,1,3,5962000
587,P1105,4,Built-up Area,Bannerghatta Road,2,1356.0,2,2,12204000
329,P1508,2,Carpet Area,Jayanagar,3,1554.0,3,2,13784000
833,P1091,4,Built-up Area,Frazer Town,1,555.0,1,1,3769000
872,P3391,5,Built-up Area,Whitefield,3,1932.0,3,2,9894000
746,P2091,3,Plot Area,Yelahanka,1,661.0,1,1,6441000
321,P1979,4,Super built-up Area,Banashankari,4,3202.0,4,2,20577000
739,P1788,4,Super built-up Area,Thanisandra,3,1497.0,3,1,12363000
1026,P1941,5,Super built-up Area,Indiranagar,3,1539.0,3,1,11568000
647,P2355,5,Built-up Area,Rajaji Nagar,1,788.0,1,2,8094000
854,P1215,4,Carpet Area,Bannerghatta Road,3,1718.0,3,2,15961000
362,P2671,4,Super built-up Area,KR Puram,2,1119.0,2,1,11375000
1098,P1299,4,Plot Area,Bannerghatta Road,4,2834.0,3,2,26051000
136,P3389,1,Carpet Area,Bannerghatta Road,2,1282.0,2,0,11693000
959,P1791,3,Plot Area,Marathahalli,3,1605.0,3,1,14918000
881,P2148,4,Built-up Area,Sarjapur Road,3,1735.0,3,1,11299000
449,P3363,3,Carpet Area,Electronic City,3,1467.0,3,3,11451000
449,P2740,4,Super built-up Area,Bellandur,3,1742.0,3,2,11943000
493,P2694,4,Built-up Area,Frazer Town,2,1220.0,2,2,8171000
253,P2084,4,Super built-up Area,Malleshwaram,2,1097.0,2,0,6856000
420,P3224,4,Super built-up Area,Electronic City,3,1711.0,3,1,13515000
491,P2556,4,Plot Area,Koramangala,3,1943.0,3,2,10390000
953,P3275,4,Plot Area,Yeshwantpur,3,2067.0,3,1,10498000
638,P3328,3,Carpet Area,Kaggadasapura,3,2166.0,3,1,22894000
109,P2822,4,Plot Area,Hebbal,2,1161.0,2,2,6852000
677,P1466,3,Built-up Area,Frazer Town,3,1918.0,3,0,12160000
193,P2096,3,Super built-up Area,Sarjapur Road,2,1312.0,2,1,9357000
356,P1404,1,Built-up Area,Devanahalli,3,1899.0,3,2,15611000
951,P1277,5,Super built-up Area,Rajaji Nagar,1,794.0,1,3,9119000
213,P2117,3,Built-up Area,Yelahanka,2,1295.0,2,1,12194000
269,P1684,3,Super built-up Area,KR Puram,3,1333.0,3,3,14786000
595,P3269,4,Carpet Area,Bellandur,2,904.0,2,1,6863000
807,P3204,3,Super built-up Area,Malleshwaram,2,1064.0,2,3,6034000
778,P3136,4,Built-up Area,Ramamurthy Nagar,2,994.0,2,2,11244000
558,P2914,4,Built-up Area,Bannerghatta Road,2,1045.0,2,2,9457000
185,P1623,2,Plot Area,Thanisandra,2,1046.0,2,2,8708000
797,P1584,4,Built-up Area,KR Puram,3,2067.0,3,2,21882000
1090,P3500,4,Carpet Area,Jayanagar,4,2385.0,4,1,21138000
1055,P3046,1,Plot Area,HSR Layout,4,3318.0,3,1,34245000
531,P1310,4,Plot Area,Ramamurthy Nagar,1,468.0,1,1,4690000
418,P3368,3,Carpet Area,Yeshwantpur,1,684.0,1,3,3873000
422,P1319,3,Plot Area,Yelahanka,1,834.0,1,2,8005000
584,P2408,4,Plot Area,Bannerghatta Road,1,471.0,1,2,5271000
850,P1154,4,Plot Area,Bellandur,4,2902.0,3,2,19472000
936,P2702,1,Super built-up Area,Marathahalli,3,2048.0,3,3,18918000
139,P2560,4,Plot Area,Devanahalli,2,863.0,2,2,6971000
996,P1952,3,Plot Area,Bellandur,1,679.0,1,2,5113000
460,P3270,5,Carpet Area,Hebbal,2,913.0,2,2,4685000
378,P1827,4,Built-up Area,Kanakapura Road,1,808.0,1,0,6227000
1024,P1901,5,Plot Area,Jayanagar,2,1063.0,2,1,10622000
506,P1982,4,Plot Area,Yelahanka,3,2174.0,3,1,19822000
908,P2638,5,Carpet Area,BTM Layout,5,2771.0,5,2,22108000
1020,P2796,4,Plot Area,Thanisandra,3,2055.0,3,2,16465000
149,P2980,1,Built-up Area,Whitefield,3,1873.0,3,3,10860000
380,P2990,4,Carpet Area,Thanisandra,2,1397.0,2,1,11623000
355,P3169,3,Plot Area,Thanisandra,2,1059.0,2,1,8351000
514,P3275,2,Plot Area,Yeshwantpur,3,2067.0,3,1,10498000
409,P1824,4,Plot Area,Thanisandra,3,1962.0,3,1,15671000
601,P1404,4,Built-up Area,Devanahalli,3,1899.0,3,2,15611000
892,P1984,5,Carpet Area,Ramamurthy Nagar,2,984.0,2,3,11134000
1015,P2227,5,Carpet Area,Hebbal,4,3150.0,4,2,16355000
460,P2487,3,Super built-up Area,RT Nagar,2,901.0,2,3,7972000
623,P1773,4,Carpet Area,Banashankari,3,1886.0,3,2,12594000
896,P1765,4,Carpet Area,Kanakapura Road,3,1821.0,3,2,12127000
364,P2430,4,Built-up Area,Jayanagar,3,1856.0,3,1,17561000
757,P3010,1,Carpet Area,Kanakapura Road,2,1186.0,2,0,7554000
349,P2811,5,Built-up Area,Ramamurthy Nagar,3,1693.0,3,1,17883000
862,P3493,5,Built-up Area,Rajaji Nagar,5,5465.0,6,1,55200000
962,P1723,3,Super built-up Area,HSR Layout,2,1176.0,2,2,13148000
984,P3393,2,Plot Area,Devanahalli,2,1309.0,2,1,10368000
352,P2052,4,Carpet Area,Ramamurthy Nagar,3,1847.0,3,2,19413000
293,P2746,3,Built-up Area,Indiranagar,4,2309.0,4,3,18254000
763,P2879,4,Plot Area,Bellandur,3,1481.0,3,2,10005000
1039,P2636,4,Plot Area,KR Puram,5,3670.0,4,1,37891000
109,P2178,4,Carpet Area,RT Nagar,2,1386.0,2,1,13374000
840,P1352,4,Super built-up Area,Koramangala,2,1006.0,2,1,6159000
820,P1200,3,Carpet Area,Yeshwantpur,3,1970.0,3,1,10418000
1040,P2670,3,Plot Area,Frazer Town,2,990.0,2,2,7036000
1084,P2287,3,Carpet Area,Malleshwaram,1,814.0,1,0,4917000
116,P2962,2,Built-up Area,Indiranagar,2,1342.0,2,1,10751000
863,P2503,3,Carpet Area,Devanahalli,3,1737.0,3,1,13423000
111,P1542,4,Carpet Area,Kaggadasapura,2,1180.0,2,2,13152000
468,P2231,4,Plot Area,Kanakapura Road,2,875.0,2,0,6161000
459,P3113,5,Plot Area,Bellandur,2,1052.0,2,3,7434000
523,P1718,5,Carpet Area,Whitefield,3,1530.0,3,1,8709000
991,P1786,3,Plot Area,Yelahanka,3,2012.0,3,2,18564000
812,P2678,4,Carpet Area,Marathahalli,1,604.0,1,2,6118000
426,P2494,4,Super built-up Area,Rajaji Nagar,2,870.0,2,3,9106000
623,P2380,4,Super built-up Area,Bannerghatta Road,2,1386.0,2,2,12806000
497,P2210,4,Super built-up Area,Bellandur,3,2149.0,3,1,14796000
837,P3399,5,Super built-up Area,Thanisandra,2,915.0,2,1,7222000
802,P1487,3,Super built-up Area,Marathahalli,3,1423.0,3,1,13785000
790,P1519,3,Super built-up Area,Kaggadasapura,3,2147.0,3,3,21578000
1092,P1152,4,Built-up Area,Bellandur,3,1325.0,3,1,9542000
311,P1528,5,Built-up Area,KR Puram,1,753.0,1,2,7944000
266,P1316,4,Carpet Area,Marathahalli,2,1276.0,2,2,12282000
500,P1832,4,Plot Area,Jayanagar,2,866.0,2,1,8312000
852,P1678,4,Super built-up Area,Indiranagar,3,1892.0,3,0,15639000
206,P1665,3,Built-up Area,RT Nagar,2,882.0,2,2,8676000
423,P1380,3,Carpet Area,Sarjapur Road,3,1561.0,3,0,10005000
905,P2141,4,Super built-up Area,Yelahanka,4,1912.0,3,0,17139000
398,P1023,4,Built-up Area,Frazer Town,3,1415.0,3,2,9229000
722,P1144,4,Carpet Area,Koramangala,1,689.0,1,1,4077000
989,P2807,4,Super built-up Area,BTM Layout,2,1281.0,2,1,10413000
236,P1031,3,Built-up Area,Ramamurthy Nagar,5,5818.0,5,2,59274000
1029,P2360,4,Built-up Area,Hebbal,3,1452.0,3,1,8027000
997,P2939,1,Plot Area,Bellandur,2,1341.0,2,2,9177000
155,P3360,3,Carpet Area,Kaggadasapura,1,727.0,1,2,8533000
476,P2636,3,Plot Area,KR Puram,5,3670.0,4,1,37891000
254,P3380,4,Built-up Area,Kaggadasapura,3,1387.0,3,2,14577000
539,P2901,5,Super built-up Area,Koramangala,3,1627.0,3,1,9610000
834,P2204,5,Plot Area,Kanakapura Road,5,5332.0,4,0,34694000
887,P2579,5,Plot Area,Frazer Town,2,1203.0,2,2,8509000
647,P2915,3,Super built-up Area,Bannerghatta Road,1,761.0,1,1,7660000
682,P2244,5,Carpet Area,Whitefield,5,5660.0,5,2,29332000
987,P1705,5,Super built-up Area,KR Puram,2,1373.0,2,2,14193000
352,P2195,4,Carpet Area,Koramangala,3,1909.0,3,3,10121000
989,P2523,4,Super built-up Area,Banashankari,2,1204.0,2,1,8553000
954,P1198,4,Super built-up Area,Bannerghatta Road,3,1495.0,3,2,13950000
809,P3277,3,Carpet Area,Banashankari,1,750.0,1,2,4880000
414,P2376,4,Carpet Area,Yelahanka,4,2310.0,4,1,21217000
497,P2973,4,Plot Area,Devanahalli,2,1068.0,2,1,9001000
772,P3153,3,Super built-up Area,Kanakapura Road,3,1511.0,3,0,9754000
314,P1027,4,Super built-up Area,Yeshwantpur,2,934.0,2,3,5150000
686,P2704,4,Carpet Area,Malleshwaram,2,855.0,2,2,5541000
913,P2776,4,Plot Area,Rajaji Nagar,2,1078.0,2,2,11550000
435,P2010,5,Carpet Area,RT Nagar,3,1834.0,3,1,16852000
165,P1176,4,Super built-up Area,KR Puram,2,902.0,2,1,10229000
778,P1644,5,Plot Area,RT Nagar,4,2044.0,3,3,18842000
203,P2204,5,Plot Area,Kanakapura Road,5,5332.0,4,0,34694000
143,P2159,2,Carpet Area,Thanisandra,2,1093.0,2,1,9384000
